Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.04.08 17:05
Tabular Output Report in Format: ,Comma

Building:,US+SF+CZ5B+hp+crawlspace+IECC_2021
Environment:,MONTHLY ** Denver Centennial  Golden   Nr CO USA TMY3 WMO#=724666

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,0.32,0.73,1.45
,Net Site Energy,0.32,0.73,1.45
,Total Source Energy,1.02,2.30,4.60
,Net Source Energy,1.02,2.30,4.60


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,441.64
,Net Conditioned Building Area,220.82
,Unconditioned Building Area,220.82


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,Heating,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,Electricity:Plant,0.01,8.30,01-JAN-06:00,474.38,01-JAN-11:45
,WaterSystems:Electricity,0.01,8.30,01-JAN-06:00,474.38,01-JAN-11:45
,Fans:Electricity,0.03,159.85,01-JAN-13:00,354.47,01-JAN-06:45
,General:Fans:Electricity,0.02,138.42,01-JAN-13:00,333.04,01-JAN-06:45
,Ventilation:Fans:Electricity,0.00,21.43,01-JAN-00:15,21.43,01-JAN-00:30
,Fans:Electricity:Zone:LIVING_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,Ventilation (simple):Fans:Electricity,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,ElectricityPurchased:Facility,0.32,2024.38,01-JAN-13:00,6350.17,01-JAN-22:45
,ElectricityPurchased:Plant,0.32,2024.38,01-JAN-13:00,6350.17,01-JAN-22:45
,Cogeneration:ElectricityPurchased,0.32,2024.38,01-JAN-13:00,6350.17,01-JAN-22:45
,General:Cogeneration:ElectricityPurchased,0.32,2024.38,01-JAN-13:00,6350.17,01-JAN-22:45
,ElectricitySurplusSold:Facility,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,ElectricitySurplusSold:Plant,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,Cogeneration:ElectricitySurplusSold,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,General:Cogeneration:ElectricitySurplusSold,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,ElectricityNet:Facility,0.32,2024.38,01-JAN-13:00,6350.17,01-JAN-22:45
,ElectricityNet:Plant,0.32,2024.38,01-JAN-13:00,6350.17,01-JAN-22:45
,Cogeneration:ElectricityNet,0.32,2024.38,01-JAN-13:00,6350.17,01-JAN-22:45
,General:Cogeneration:ElectricityNet,0.32,2024.38,01-JAN-13:00,6350.17,01-JAN-22:45
,HeatRecovery:Electricity,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,General:HeatRecovery:Electricity,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,ExteriorLights:Electricity,0.00,0.92,01-JAN-09:15,50.41,01-JAN-19:15
,Exterior-Lights:ExteriorLights:Electricity,0.00,0.00,01-JAN-06:15,43.24,01-JAN-00:15
,Garage-Lights:ExteriorLights:Electricity,0.00,0.49,01-JAN-00:15,7.16,01-JAN-19:15
,Water Heater:WaterSystems:Electricity,0.00,8.30,01-JAN-06:00,8.30,01-JAN-00:30
,Water Heater Parasitic:WaterSystems:Electricity,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,Pumps:Electricity,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,General:Pumps:Electricity,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15


Annual and Peak Values - Natural Gas

,,Natural Gas Annual Value [GJ],Natural Gas Minimum Value [W],Timestamp of Minimum {TIMESTAMP},Natural Gas Maximum Value [W],Timestamp of Maximum {TIMESTAMP}
,None,,,,,


Annual and Peak Values - Cooling

,,Cooling Annual Value [GJ],Cooling Minimum Value [W],Timestamp of Minimum {TIMESTAMP},Cooling Maximum Value [W],Timestamp of Maximum {TIMESTAMP}
,None,,,,,


Annual and Peak Values - Water

,,Annual Value [m3],Minimum Value [m3/s],Timestamp of Minimum {TIMESTAMP},Maximum Value [m3/s],Timestamp of Maximum {TIMESTAMP}
,Water:Facility,0.25,0.00,01-JAN-02:15,0.00,01-JAN-08:15
,Water:Plant,0.25,0.00,01-JAN-02:15,0.00,01-JAN-08:15
,WaterSystems:Water,0.25,0.00,01-JAN-02:15,0.00,01-JAN-08:15
,Domestic Hot Water:WaterSystems:Water,0.25,0.00,01-JAN-02:15,0.00,01-JAN-08:15
,MainsWater:Facility,0.25,0.00,01-JAN-02:15,0.00,01-JAN-08:15
,MainsWater:Plant,0.25,0.00,01-JAN-02:15,0.00,01-JAN-08:15
,WaterSystems:MainsWater,0.25,0.00,01-JAN-02:15,0.00,01-JAN-08:15
,Domestic Hot Water:WaterSystems:MainsWater,0.25,0.00,01-JAN-02:15,0.00,01-JAN-08:15
,Water Heater:WaterSystems:Water,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,Water Heater:WaterSystems:MainsWater,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15


Annual and Peak Values - Other by Weight/Mass

,,Annual Value [kg],Minimum Value [kg/s],Timestamp of Minimum {TIMESTAMP},Maximum Value [kg/s],Timestamp of Maximum {TIMESTAMP}
,Carbon Equivalent:Facility,0.00,0.000,01-JAN-00:15,0.000,01-JAN-00:15
,CarbonEquivalentEmissions:Carbon Equivalent,0.00,0.000,01-JAN-00:15,0.000,01-JAN-00:15


Annual and Peak Values - Other Volumetric

,,Annual Value [m3],Minimum Value [m3/s],Timestamp of Minimum {TIMESTAMP},Maximum Value [m3/s],Timestamp of Maximum {TIMESTAMP}
,None,,,,,


Annual and Peak Values - Other Liquid/Gas

,,Annual Value [L],Minimum Value [L],Timestamp of Minimum {TIMESTAMP},Maximum Value [L],Timestamp of Maximum {TIMESTAMP}
,None,,,,,


Annual and Peak Values - Other

,,Annual Value [GJ],Minimum Value [W],Timestamp of Minimum {TIMESTAMP},Maximum Value [W],Timestamp of Maximum {TIMESTAMP}
,EnergyTransfer:Facility,0.56,3308.24,01-JAN-13:00,9771.08,01-JAN-22:45
,EnergyTransfer:HVAC,0.34,1818.26,01-JAN-13:00,6466.33,01-JAN-22:45
,CoolingCoils:EnergyTransfer,0.02,0.00,01-JAN-00:15,857.36,01-JAN-10:30
,HeatingCoils:EnergyTransfer,0.32,1818.26,01-JAN-13:00,5727.77,01-JAN-22:45
,EnergyTransfer:Building,0.18,566.53,01-JAN-11:00,3422.87,01-JAN-24:00
,EnergyTransfer:Zone:LIVING_UNIT1,0.18,566.53,01-JAN-11:00,3422.87,01-JAN-24:00
,Heating:EnergyTransfer,0.18,566.53,01-JAN-11:00,3422.87,01-JAN-24:00
,Heating:EnergyTransfer:Zone:LIVING_UNIT1,0.18,566.53,01-JAN-11:00,3422.87,01-JAN-24:00
,General:Heating:EnergyTransfer,0.18,566.53,01-JAN-11:00,3422.87,01-JAN-24:00
,General:Heating:EnergyTransfer:Zone:LIVING_UNIT1,0.18,566.53,01-JAN-11:00,3422.87,01-JAN-24:00
,Cooling:EnergyTransfer,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,Cooling:EnergyTransfer:Zone:LIVING_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,General:Cooling:EnergyTransfer,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,General:Cooling:EnergyTransfer:Zone:LIVING_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,EnergyTransfer:Zone:ATTIC_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,Heating:EnergyTransfer:Zone:ATTIC_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,General:Heating:EnergyTransfer:Zone:ATTIC_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,Cooling:EnergyTransfer:Zone:ATTIC_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,General:Cooling:EnergyTransfer:Zone:ATTIC_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,EnergyTransfer:Zone:CRAWLSPACE_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,Heating:EnergyTransfer:Zone:CRAWLSPACE_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,General:Heating:EnergyTransfer:Zone:CRAWLSPACE_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,Cooling:EnergyTransfer:Zone:CRAWLSPACE_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,General:Cooling:EnergyTransfer:Zone:CRAWLSPACE_UNIT1,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,PlantLoopHeatingDemand:Facility,0.04,39.23,01-JAN-02:15,750.47,01-JAN-09:00
,PlantLoopHeatingDemand:Plant,0.04,39.23,01-JAN-02:15,750.47,01-JAN-09:00
,WaterSystems:PlantLoopHeatingDemand,0.04,39.23,01-JAN-02:15,750.47,01-JAN-09:00
,General:WaterSystems:PlantLoopHeatingDemand,0.04,39.23,01-JAN-02:15,750.47,01-JAN-09:00
,HeatRecoveryForHeating:EnergyTransfer,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,HeatRecoveryForCooling:EnergyTransfer,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15
,EnergyTransfer:Plant,0.04,39.23,01-JAN-02:15,750.47,01-JAN-09:00
,WaterSystems:EnergyTransfer,0.04,39.23,01-JAN-02:15,750.47,01-JAN-09:00
,Domestic Hot Water:WaterSystems:EnergyTransfer,0.04,39.23,01-JAN-02:15,750.47,01-JAN-09:00
,Water Heater:WaterSystems:PlantLoopHeatingDemand,0.00,0.00,01-JAN-00:15,0.00,01-JAN-00:15


----------------------------------------------------------------------------------------------------
REPORT:,Sensible Heat Gain Summary
FOR:,Entire Facility
Annual Building Sensible Heat Gain Components

,,HVAC Zone Eq & Other Sensible Air Heating [GJ],HVAC Zone Eq & Other Sensible Air Cooling [GJ],HVAC Terminal Unit Sensible Air Heating [GJ],HVAC Terminal Unit Sensible Air Cooling [GJ],HVAC Input Heated Surface Heating [GJ],HVAC Input Cooled Surface Cooling [GJ],People Sensible Heat Addition [GJ],Lights Sensible Heat Addition [GJ],Equipment Sensible Heat Addition [GJ],Window Heat Addition [GJ],Interzone Air Transfer Heat Addition [GJ],Infiltration Heat Addition [GJ],Opaque Surface Conduction and Other Heat Addition [GJ],Equipment Sensible Heat Removal [GJ],Window Heat Removal [GJ],Interzone Air Transfer Heat Removal [GJ],Infiltration Heat Removal [GJ],Opaque Surface Conduction and Other Heat Removal [GJ]
,LIVING_UNIT1,0.000,-0.077,0.253,0.000,0.000,0.000,0.015,0.010,0.049,0.020,0.000,0.000,0.000,0.000,-0.068,-0.000,-0.072,-0.131
,ATTIC_UNIT1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.000,0.093,0.000,0.000,0.000,-0.145,0.000
,CRAWLSPACE_UNIT1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.199,0.000,0.000,0.000,-0.199,0.000
,Total Facility,0.000,-0.077,0.253,0.000,0.000,0.000,0.015,0.010,0.049,0.020,0.052,0.000,0.292,0.000,-0.068,-0.000,-0.416,-0.131


Peak Cooling Sensible Heat Gain Components

,,Time of Peak {TIMESTAMP},HVAC Zone Eq & Other Sensible Air Heating [W],HVAC Zone Eq & Other Sensible Air Cooling [W],HVAC Terminal Unit Sensible Air Heating [W],HVAC Terminal Unit Sensible Air Cooling [W],HVAC Input Heated Surface Heating [W],HVAC Input Cooled Surface Cooling [W],People Sensible Heat Addition [W],Lights Sensible Heat Addition [W],Equipment Sensible Heat Addition [W],Window Heat Addition [W],Interzone Air Transfer Heat Addition [W],Infiltration Heat Addition [W],Opaque Surface Conduction and Other Heat Addition [W],Equipment Sensible Heat Removal [W],Window Heat Removal [W],Interzone Air Transfer Heat Removal [W],Infiltration Heat Removal [W],Opaque Surface Conduction and Other Heat Removal [W]
,LIVING_UNIT1,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,ATTIC_UNIT1,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,CRAWLSPACE_UNIT1,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total Facility,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Peak Heating Sensible Heat Gain Components

,,Time of Peak {TIMESTAMP},HVAC Zone Eq & Other Sensible Air Heating [W],HVAC Zone Eq & Other Sensible Air Cooling [W],HVAC Terminal Unit Sensible Air Heating [W],HVAC Terminal Unit Sensible Air Cooling [W],HVAC Input Heated Surface Heating [W],HVAC Input Cooled Surface Cooling [W],People Sensible Heat Addition [W],Lights Sensible Heat Addition [W],Equipment Sensible Heat Addition [W],Window Heat Addition [W],Interzone Air Transfer Heat Addition [W],Infiltration Heat Addition [W],Opaque Surface Conduction and Other Heat Addition [W],Equipment Sensible Heat Removal [W],Window Heat Removal [W],Interzone Air Transfer Heat Removal [W],Infiltration Heat Removal [W],Opaque Surface Conduction and Other Heat Removal [W]
,LIVING_UNIT1,01-JAN-24:00,-763.10,0.00,4185.62,0.00,0.00,0.00,246.46,58.09,565.03,0.00,0.00,0.00,0.00,0.00,-1371.05,-0.87,-1544.97,-1375.22
,ATTIC_UNIT1,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,CRAWLSPACE_UNIT1,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Total Facility,01-JAN-24:00,-763.10,0.00,4185.62,0.00,0.00,0.00,246.46,58.09,565.03,0.00,1082.76,0.00,4406.14,0.00,-1371.05,-0.87,-8409.09,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Standard 62.1 Summary
FOR:,Entire Facility
System Ventilation Requirements for Cooling

,,Sum of Zone Primary Air Flow - Vpz-sum [m3/s],System Population - Ps,Sum of Zone Population - Pz-sum,Occupant Diversity - D,Origin of D,Uncorrected Outdoor Air Intake Airflow - Vou [m3/s],System Primary Airflow - Vps [m3/s],Average Outdoor Air Fraction - Xs,System Ventilation Efficiency - Ev,Calculation Method for Ev,Outdoor Air Intake Flow - Vot [m3/s],Percent Outdoor Air - %OA,Environment Name of Peak System Population - Ps,Date and Time of Last Peak System Population - Ps
,CENTRAL SYSTEM_UNIT1,0.4033,0.0000,3.0000,1.0000,Calculated from schedules,0.0000,0.4033,0.0000,1.0000,Not calculated,0.0000,0.0000,,


System Ventilation Requirements for Heating

,,Sum of Zone Primary Air Flow - Vpz-sum [m3/s],System Population - Ps,Sum of Zone Population - Pz-sum,Occupant Diversity - D,Origin of D,Uncorrected Outdoor Air Intake Airflow - Vou [m3/s],System Primary Airflow - Vps [m3/s],Average Outdoor Air Fraction - Xs,System Ventilation Efficiency - Ev,Calculation Method for Ev,Outdoor Air Intake Flow Vot [m3/s],Percent Outdoor Air - %OA,Environment Name of Peak System Population - Ps,Date and Time of Last Peak System Population - Ps
,CENTRAL SYSTEM_UNIT1,0.4033,0.0000,3.0000,1.0000,Calculated from schedules,0.0000,0.4033,0.0000,1.0000,Not calculated,0.0000,0.0000,,


Zone Ventilation Parameters

,,AirLoop Name,People Outdoor Air Rate - Rp [m3/s-person],Zone Population - Pz,Area Outdoor Air Rate - Ra [m3/s-m2],Zone Floor Area - Az [m2],Breathing Zone Outdoor Airflow - Vbz [m3/s],Cooling Zone Air Distribution Effectiveness - Ez-clg,Cooling Zone Outdoor Airflow - Voz-clg [m3/s],Heating Zone Air Distribution Effectiveness - Ez-htg,Heating Zone Outdoor Airflow - Voz-htg [m3/s]
,LIVING_UNIT1,CENTRAL SYSTEM_UNIT1,0.000000,3.0000,0.000000,220.82,0.0000,1.0000,0.0000,1.000,0.0000


System Ventilation Parameters

,,People Outdoor Air Rate - Rp [m3/s-person],Sum of Zone Population - Pz-sum,Area Outdoor Air Rate - Ra [m3/s-m2],Sum of Zone Floor Area - Az-sum [m2],Breathing Zone Outdoor Airflow - Vbz [m3/s],Cooling Zone Outdoor Airflow - Voz-clg [m3/s],Heating Zone Outdoor Airflow - Voz-htg [m3/s]
,CENTRAL SYSTEM_UNIT1,0.000000,3.00,0.000000,220.8178,0.0000,0.0000,0.0000


Zone Ventilation Calculations for Cooling Design

,,AirLoop Name,Box Type,Zone Primary Airflow - Vpz [m3/s],Zone Discharge Airflow - Vdz [m3/s],Minimum Zone Primary Airflow - Vpz-min [m3/s],Is Vpz-min calculated using the Standard 62.1 Simplified Procedure?,Zone Outdoor Airflow Cooling - Voz-clg [m3/s],Primary Outdoor Air Fraction - Zpz,Primary Air Fraction - Ep,Secondary Recirculation Fraction- Er,Supply Air Fraction- Fa,Mixed Air Fraction - Fb,Outdoor Air Fraction - Fc,Zone Ventilation Efficiency - Evz
,LIVING_UNIT1,CENTRAL SYSTEM_UNIT1,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.4033,0.4033,0.4033,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000


System Ventilation Calculations for Cooling Design

,,Sum of Zone Primary Airflow - Vpz-sum [m3/s],System Primary Airflow - Vps [m3/s],Sum of Zone Discharge Airflow - Vdz-sum [m3/s],Sum of Min Zone Primary Airflow - Vpz-min [m3/s],Zone Outdoor Airflow Cooling - Voz-clg [m3/s],Zone Ventilation Efficiency - Evz-min
,CENTRAL SYSTEM_UNIT1,0.4033,0.4033,0.4033,0.4033,0.0000,1.0000


Zone Ventilation Calculations for Heating Design

,,AirLoop Name,Box Type,Zone Primary Airflow - Vpz [m3/s],Zone Discharge Airflow - Vdz [m3/s],Minimum Zone Primary Airflow - Vpz-min [m3/s],Is Vpz-min calculated using the Standard 62.1 Simplified Procedure?,Zone Outdoor Airflow Heating - Voz-htg [m3/s],Primary Outdoor Air Fraction - Zpz,Primary Air Fraction - Ep,Secondary Recirculation Fraction- Er,Supply Air Fraction- Fa,Mixed Air Fraction - Fb,Outdoor Air Fraction - Fc,Zone Ventilation Efficiency - Evz
,LIVING_UNIT1,CENTRAL SYSTEM_UNIT1,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,0.4033,0.4033,0.4033,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000


System Ventilation Calculations for Heating Design

,,Sum of Zone Primary Airflow - Vpz-sum [m3/s],System Primary Airflow - Vps [m3/s],Sum of Zone Discharge Airflow - Vdz-sum [m3/s],Sum of Min Zone Primary Airflow - Vpz-min [m3/s],Zone Outdoor Airflow Heating - Voz-htg [m3/s],Zone Ventilation Efficiency - Evz-min
,CENTRAL SYSTEM_UNIT1,0.4033,0.4033,0.4033,0.4033,0.0000,1.0000


----------------------------------------------------------------------------------------------------
REPORT:,LEED Summary
FOR:,Entire Facility
Sec1.1A-General Information

,,Data
,Cooling Degree Days,1395
,Heating Degree Days,3338
,HDD and CDD data source,Weather File Stat
,Climate Zone,5B
,Weather File,MONTHLY ** Denver Centennial  Golden   Nr CO USA TMY3 WMO#=724666
,Total gross floor area [m2],441.64
,Principal Heating Source,Electricity


EAp2-1. Space Usage Type

,,Space Area [m2],Regularly Occupied Area [m2],Unconditioned Area [m2],Typical Hours/Week in Operation [hr/wk]
,LIVING_UNIT1,220.82,220.82,0.00,168.00
,ATTIC_UNIT1,110.41,0.00,110.41,0.00
,CRAWLSPACE_UNIT1,110.41,0.00,110.41,0.00
,Totals,441.64,220.82,220.82,


EAp2-2. Advisory Messages

,,Data
,Number of hours heating loads not met,0.00
,Number of hours cooling loads not met,0.00
,Number of hours not met,0.00


EAp2-3. Energy Type Summary

,,Utility Rate,Virtual Rate [$/unit energy],Units of Energy,Units of Demand
,None,,,,


EAp2-4/5. Performance Rating Method Compliance

,,Electricity Energy Use [GJ],Electricity Demand [W],Natural Gas Energy Use [GJ],Natural Gas Demand [W],Gasoline Use [GJ],Gasoline Demand [W],Diesel Use [GJ],Diesel Demand [W],Coal Use [GJ],Coal Demand [W],Fuel Oil No 1 Use [GJ],Fuel Oil No 1 Demand [W],Fuel Oil No 2 Use [GJ],Fuel Oil No 2 Demand [W],Propane Use [GJ],Propane Demand [W],Other Fuel 1 Use [GJ],Other Fuel 1 Demand [W],Other Fuel 2 Use [GJ],Other Fuel 2 Demand [W],District Cooling Use [GJ],District Cooling Demand [W],District Heating Use [GJ],District Heating Demand [W]
,Heating -- General,0.19,4318.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling -- General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting -- General,0.01,337.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting -- Exterior-Lights,0.00,43.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting -- Garage-Lights,0.00,7.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- dishwasher,0.00,58.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- refrigerator,0.01,91.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- clotheswasher,0.00,25.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- electric_dryer,0.01,213.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- electric_range,0.01,248.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- television,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- electric_mels,0.03,567.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment -- IECC_adj,0.02,340.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment -- Not Subdivided,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans -- General,0.02,333.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans -- Ventilation,0.00,21.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
